"ISBN","AUTHOR","TITLE","CATEGORY","SERIES","RATING","BOOKFORMAT","READ","LOCATION","VALUE","PUBLISHER","PUBDATE","COPYRIGHTDATE","PAGES"
"0425177998","Aubert, Rosemary","The Feast of Stephen","Mystery & Thrillers : Mystery : Canadian Detectives","Ellis Portal Series","3.5 Stars","Paperback","N","Master Bedroom","$0.01","Berkley","January 1, 2001","1999","257"
"0571095194","Auden, W.H. & Kronenberger, Louis (editor)","The Faber Book of Aphorisms: A Personal Selection","Literature & Fiction : World Literature : United States : Collections & Readers","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$35.91","Faber and Faber Ltd","July 3, 1989","1962","405"
"0201616408","Auer, Ken","Extreme Programming Applied: Playing to Win","Computers & Internet : General","XP Series","4.5 Stars","Paperback","N","2nd Floor Storeroom","$5.98","Addison-Wesley Professional","October 1, 2001","2002","326"
"0131240714","Augustine, Sanjiv","Managing Agile Projects","Computers & Internet : Business & Culture : Project Management","Robert C. Martin Series","4.5 Stars","Paperback","N","2nd Floor Storeroom","$24.98","Prentice Hall PTR","May 22, 2005","2005","229"
"1451539460","Austen, Jane","Northanger Abbey","Literature & Fiction : Classics : General","","","Paperback","Y","Books 21","$0.95","New American Library","","1803","221"
"0140106499","Austen, Jane","The Complete Novels of Jane Austen","Literature & Fiction : World Literature : British","","4.0 Stars","Paperback","N","George's Office","$14.95","Penguin","January 18, 1989","1983","1336"
"0140231900","Auster, Paul","Mr. Vertigo","Literature & Fiction : General","","4.5 Stars","Paperback","N","Books 33","$1.00","Penguin","August 1, 1995","1994","293"
"0571152236","Auster, Paul","The New York Trilogy: City of Glass / Ghosts / The Locked Room","Mystery & Thrillers : Mystery : American Detectives","","4.5 Stars","Paperback","N","George's Office","$7.98","Faber and Faber","February 5, 2004","1985, 1986, 1987","314"
"0201309564","Austern, Matthew H.","Generic Programming and the STL: Using and Extending the C++ Standard Template Library","Computers & Internet : Programming : Languages & Tools : C & C++ & C# : General","Professional Computing Series","3.5 Stars","Hardcover","N","2nd Floor Storeroom","$49.95","Addison-Wesley Professional","October 13, 1998","1998","548"
"","Avallone, Michael","The Man From U.N.C.L.E. #01","Mystery : Fiction and Literature : Thrillers and Espionage","The Man From U.N.C.L.E.","","Paperback","Y","Books 01","$0.30","Ace Books","","1965","160"
"0596527543","Avery, James","Windows Developer Power Tools: Turbocharge Windows development with more than 170 free and open source tools","","Power Tools","4.5 Stars","Paperback","N","2nd Floor Storeroom","$37.79","O'Reilly Media, Inc.","December 21, 2006","2007","1308"
"1857989619","Aylett, Steve","Only an Alligator: Book One of the Accomplice Series","Science Fiction & Fantasy : Fantasy : General","Accomplice Series","5.0 Stars","Paperback","N","Master Bedroom","$9.95","Gollancz","March 1, 2004","2002","133"
"0942018281","Baber, M'Lou","Double Knitting: Reversible Two-Color Designs","Crafts & Hobbies : Knitting","","4.5 Stars","Paperback","N","Emma's Studio","$17.97","Schoolhouse Press","October 24, 2008","2008","157"
"0132017571","Bach, Maurice J.","The Design of the UNIX Operating System","Computers & Internet : Operating Systems : General","","4.0 Stars","Paperback","N","2nd Floor Storeroom","$1.00","Pearson US Imports & PHIPEs","October 1986","1986","471"
"0964674106","Bader, Myles H.","6001 Food Facts and Chef's Secrets","Reference : Encyclopedias : Cooking","","","Paperback","N","Barroom","","Northstar Publishing Company","October  1995","1995","494"
"1561584142","Badger, Ros","Little Badger Knitwear: Knitted Projects for Babies and Toddlers","Crafts & Hobbies : Knitting","","","Paperback","N","Emma's Studio","$13.97","Taunton Press","October 1, 2000","2000","96"
"067169796X","Baen, Jim","New Destinies, Vol. VI : Robert A. Heinlein Memorial Issue","Fiction & Literature : Science Fiction - General","","","Paperback","N","Books 12","$3.50","Baen Books","December 1988","1988","284"
"096588001X","Bagemihl, Bruce","Biological Exuberance","Science : Biological Sciences : Animals : Mammals","","","Paperback","N","George's Office","$13.97","St. Martin's","January 1, 1999","1999","751"
"0060807555","Bagley, Desmond","Bahamas Crisis","Mystery & Thrillers : Mystery : General","","","Paperback","N","Books 10","$1.75","HarperTrade","June 1985","1980","252"
"006080730X","Bagley, Desmond","The Golden Keel","Mystery : Fiction and Literature : Thrillers and Espionage","","","Trade Paperback","N","Books 10","$1.95","HarperTrade","November 1984","1963","221"
"0006153976","Bagley, Desmond","The Vivero Letter","Literature & Fiction : Genre Fiction : Action & Adventure","","4.5 Stars","Paperback","N","Books 02","$3.00","Fontana","1988","1968","253"
"0006128300","Bagley, Desmond","Wyatt's Hurincane","Literature & Fiction : Genre Fiction : Action & Adventure","","4.5 Stars","Mass Market Paperback","N","George's Office","$3.00","Fontana/Collins Books","1977","1966","254"
"1579545122","Baird, Lori (Editor)","Cut the Clutter and Stow the Stuff : The Q.U.I.C.K. Way to Bring Lasting Order to Household Chaos","Home & Garden : How-to & Home Improvements : Cleaning, Caretaking & Relocating","","2.5 Stars","Paperback","N","2nd Floor Storeroom","$9.99","Rodale Books","August 24, 2002","2002","372"
"0932394019","Baizerman, Suzanne & Karen Searle","Finishes in the Ethnic Tradition","Crafts & Hobbies : Weaving","","","Paperback","N","Emma's Studio","$","DOS Tejedoras","June, 1989","1978","52"
"0131622978","Bakalar, Ruth","The Complete Potato Cookbook","Cooking, Food & Wine : Cooking by Ingredient : Potatoes","","","Hardcover","N","Barroom","","Prentice-Hall","","1969","312"
"1840001534","Baker, Harry","Growing Fruit","Gardening & Horticulture : Fruit","","","Paperback","Y","Barroom","$15.95","Trafalgar Square","March 1, 2001","1980","191"
"0571135226","Baker, Jenny","The Student's Cookbook","Cooking, Food & Wine : General","","","Paperback","N","Barroom","","Faber and Faber","","1985","162"
"0393034216","Baker, John Milnes","American House Styles : A Concise Guide","Architecture : General","","","Hardcover","Y","2nd Floor Storeroom","$17.56","W.W. Norton & Company","April 1994","1994","190"
"1562800043","Baker, Nikki","In the Game : A Virginia Kelly Mystery","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$8.95","Naiad Press","","1991","171"
"1562800124","Baker, Nikki","The Lavender House Murder : A Virginia Kelly Mystery","Gay & Lesbian : Mystery & Thrillers : Lesbian","","","Trade Paperback","Y","Books 11","$9.95","Naiad Press, Incorporated","June  1992","1992","202"
"0515142522","Baker, Virginia","Jack Knife","Mystery & Thrillers : Mystery : Future Detectives","","4.0 Stars","Mass Market Paperback","N","Books 38","$4.00","Jove","January 30, 2007","2007","343"
"0899669166","Ball, John","In The Heat of the Night","Mystery & Thrillers : Mystery : African-American Detectives","Virgil Tibbs","","Paperback","Y","Books 05","$0.75","Bantam","","1965","152"
"0060807342","Ball, John Dudley","The Cool Cottontail","Mystery & Thrillers : Mystery : African-American Detectives","Virgil Tibbs","","Paperback","Y","Books 05","$3.50","Harper & Row","","1966","208"
"0385157266","Ball, John Dudley","Then Came Violence","Mystery & Thrillers : Mystery : African-American Detectives","Virgil Tibbs","","Hardcover","Y","Books 05","$3.37","The Crime Club","","1980","208"
"0671876333","Ball, Margaret","No Earthly Sunne","Science Fiction & Fantasy : Fantasy :  Elves/Faeries","","","Paperback","N","George's Office","$0.01","Baen","","1994","343"
"0671720325","Ball, Margaret","The Shadow Gate","Fiction & Literature : Fantasy - General","","","Paperback","N","Books 16","$4.95","Baen Books","January 1990","1991","346"
"0882669184","Balmuth, Deborah L. (Editor)","Herb Mixtures & Spicy Blends","Cooking, Food & Wine : Cooking by Ingredient : Herbs, Spices & Condiments","","","Paperback","N","Barroom","","Storey Books","April 1996","1996","146"
"0785804668","Banks, Carolyn","Tart Tales","Literature & Fiction : Genre Fiction : Erotica : Adult Fiction","","","Hardcover","N","Books 25","$6.98","Castle Books","","1993","221"
"0316641723","Banks, Iain","A Song of Stone","Science Fiction & Fantasy : Fantasy","","","Trade Paperback","N","George's Office","$14.01","Abacus","","1997","280"
"034910171X","Banks, Iain","Canal Dreams","Literature & Fiction : General","","","Trade Paperback","N","George's Office","$9.80","Abacus","","1989","198"
"0349105715","Banks, Iain","Complicity","Literature & Fiction : General : Contemporary","","","Trade Paperback","N","George's Office","$9.80","Abacus","","1993","313"
"0349116644","Banks, Iain","Dead Air","Literature & Fiction : General : Contemporary","","3.0 Stars","Paperback","N","George's Office","$3.25","Time Warner Books Uk","June 30, 2003","2002","436"
"0349102147","Banks, Iain","Espedair Street","Literature & Fiction : General : Contemporary","","","Trade Paperback","N","George's Office","$5.61","Abacus","","1987","249"
"0061001082","Banks, Iain","The Bridge","Science Fiction & Fantasy : Fantasy : General","","","Paperback","N","George's Office","$2.50","Harper","","1986","441"
"0349112452","Banks, Iain","The Business","Literature & Fiction : General","","","Trade Paperback","N","George's Office","$9.80","Abacus","","1999","393"
"0349103232","Banks, Iain","The Crow Road","Literature & Fiction : General : Contemporary","","","Trade Paperback","N","George's Office","$9.80","Abacus","","1992","501"
"0349119287","Banks, Iain","The Steep Approach to Garbadale","Literature & Fiction : General","","4.0 Stars","Paperback","N","George's Office","$11.26","Abacus","February 28, 2008","2007","390"
"0349101779","Banks, Iain","The Wasp Factory","Literature & Fiction : General : Contemporary","","","Trade Paperback","N","George's Office","$6.49","Abacus","","1984","184"
"0349101787","Banks, Iain","Walking On Glass","Science Fiction & Fantasy : Fantasy : General","","","Trade Paperback","N","George's Office","$9.80","Abacus","","1985","239"
"0316914363","Banks, Iain","Whit","Literature & Fiction : General : Contemporary","","","Hardcover","N","George's Office","$13.08","Little, Brown and Company","","1995","455"
"0553292250","Banks, Iain M.","Against a Dark Background","Science Fiction & Fantasy : Science Fiction : General","","","Paperback","N","George's Office","$3.00","Spectra","","1993","515"
"0708837077","Banks, Iain M.","Consider Phlebas","Science Fiction & Fantasy : Science Fiction : General","Culture Universe","","Trade Paperback","N","George's Office","$4.35","Orbit","","1988","471"
"0553374605","Banks, Iain M.","Excession","Science Fiction & Fantasy : Science Fiction : General","Culture Universe","","Trade Paperback","N","George's Office","$12.95","Spectra","","1996","390"
"0553573586","Banks, Iain M.","Feersum Endjinn","Science Fiction & Fantasy : Science Fiction : General","","","Paperback","N","George's Office","$5.99","Bantam Spectra","August 1996","1994","309"
"1857237099","Banks, Iain M.","Inversions","Science Fiction & Fantasy : Science Fiction : General","","","Trade Paperback","N","George's Office","$14.01","Orbit","","1998","345"
"1841490598","Banks, Iain M.","Look to Windward","Science Fiction & Fantasy : Science Fiction : General","Culture Universe","","Paperback","N","George's Office","$11.65","Orbit","2 August, 2001","2000","403"
"0316005371","Banks, Iain M.","Matter","Science Fiction & Fantasy : Science Fiction : Epic","","3.5 Stars","Paperback","N","George's Office","$10.19","Orbit","February 10, 2009","2008","593"
"1841492299","Banks, Iain M.","The Algebraist","Science Fiction & Fantasy : Science Fiction : General","","4.0 Stars","Paperback","N","George's Office","E11.75","Orbit","July 4, 2005","2004","534"
"0061000981","Banks, Iain M.","The Player of Games","Science Fiction & Fantasy : Science Fiction : General","Culture Universe","","Paperback","N","George's Office","$2.50","Harper","","1989","399"
"1857230302","Banks, Iain M.","The State of the Art","Science Fiction & Fantasy : Science Fiction : General","Culture Universe","","Trade Paperback","N","George's Office","$8.40","Abacus","","1991","216"
"0553292242","Banks, Iain M.","Use of Weapons","Science Fiction & Fantasy : Science Fiction : General","Culture Universe","","Paperback","N","George's Office","$3.00","Spectra","","1990","389"
"0060920076","Banks, Russell","Affliction","Mystery & Thrillers : General","","","Oversize Paperback","N","George's Office","$7.00","Perennial (HarperCollins)","September 1990","1989","355"
"0060977051","Banks, Russell","Hamilton Stark","Mystery & Thrillers : General","","","Trade Paperback","N","Books 21","$5.98","HarperCollins Publishers","April 1996","1978","308"
"0060923245","Banks, Russell","The Sweet Hereafter: A Novel","Mystery & Thrillers : General","","","Trade Paperback","N","Books 21","$6.50","HarperTrade","September 1992","1991","257"
"0930044851","Bannon, Ann","Women in the Shadows","Gay & Lesbian : Fiction","","","Trade Paperback","N","Master Bedroom","$5.00","Naiad Press","","1959","176"
"0586057781","Banville, John","Kepler","Literature & Fiction : World Literature : Ireland","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","","Granada","March 31, 1983","1981","187"
"0863273351","Banville, Vincent","Death by Design","Mystery & Thrillers : Mystery : Irish Detectives","John Blaine Series","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$4.34","Wolfhound Press","May 1, 1994","1993","255"
"185371528X","Banville, Vincent","Death the Pale Rider","Mystery & Thrillers : Mystery : Irish Detectives","John Blaine Series","books.mini.icon.22x22 Stars","Paperback","N","George's Office","IR4.99","Poolbeg","1995","1995","236"
"0312942583","Barant, D. D.","Dying Bites: The Bloodhound Files","Science Fiction & Fantasy : Fantasy : Contemporary","The Bloodhound Files","3.5 Stars","Mass Market Paperback","Y","Living Room","$6.99","St. Martin's Paperbacks","June 30, 2009","2009","304"
"0312942591","Barant, DD","Death Blows: The Bloodhound Files","Science Fiction & Fantasy : Fantasy : Horror","","4.0 Stars","Mass Market Paperback","N","Emma's Studio","$7.19","St. Martin's Paperbacks","March 30, 2010","2010","332"
"0385112459","Barbach, Lonnie Garfield","For Yourself : The Fulfillment of Female Sexuality","Social Sciences : Sociology : General","","","Paperback","N","Books 25","$6.00","Anchor","January 30, 1976","1975","218"
"1584794216","Barbazette, Leslie and Stork, Christina","Viva Poncho: Twenty Ponchos and Capelets to Knit","Crafts & Hobbies : Knitting","","4.5 Stars","Paperback","Y","Emma's Studio","$11.53","Stewart, Tabori and Chang","April 8, 2005","2005","136"
"0312367228","Barbeau, Adrienne & Scott, Michael","Vampyres of Hollywood","Literature & Fiction : Genre Fiction : Horror : Vampires","","4.0 Stars","Hardcover","Y","Emma's Studio","CA$4.99","Thomas Dunne Books","July 8, 2008","2008","325"
